N,P,K,temperature,humidity,ph,rainfall,label
35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas
20,7,9,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
59,47,53,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,apple
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
86,18,45,28.96586565,90.71832938,6.566759102000001,22.25838137,muskmelon
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
62,59,41,24.2248758,74.89465426,7.175170657000001,192.4931257,jute
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans
40,73,20,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
110,39,18,24.54795322,75.39752705,7.766259768999999,63.88079866,cotton
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,kidneybeans
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple
103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
45,61,78,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
107,11,54,28.59052369,91.33617236,6.094016337999999,29.44008034,muskmelon
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes
27,56,22,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214288999999,60.91974792,kidneybeans
62,49,37,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate
109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
129,47,20,24.41212325,80.80343786,6.281913857999999,98.60457373,cotton
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
110,7,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes
74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut
80,43,43,23.78756036,74.36794079,6.014572075,172.64426540000005,jute
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
134,52,18,23.9643129,76.59175937,7.994679507000001,76.13090645,cotton
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,banana
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
13,144,204,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
11,72,20,19.52226241,24.92607153,5.9511774520000005,113.334026,kidneybeans
28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
89,41,38,23.12844351,74.68322732,6.344751947000001,199.83629130000003,jute
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,banana
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,kidneybeans
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut
8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
43,79,79,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea
40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
117,86,53,25.19640218,83.55829874,5.703381727999999,115.8586081,banana
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
11,14,5,11.50322938,94.8933184,6.946354724,115.56837759999998,orange
33,138,198,22.29423493,90.69033986,6.222390797999999,122.7418744,apple
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
38,77,22,28.234829,69.3159965,6.313284267999999,35.36831423,lentil
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
67,41,40,25.84879500000001,87.81661683,7.333143205,152.6194403,jute
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
81,56,36,23.39605743,72.60512854,7.097586415,174.78764109999997,jute
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
101,87,54,29.07311132,76.50045221,6.376756632999999,100.1692639,banana
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
1,62,23,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
21,135,198,23.86087054,94.92048112,5.7650151260000015,105.0241329,apple
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
31,137,196,22.14464104,93.82567435,6.400321212000001,120.6310784,apple
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
94,37,41,24.7634518,87.06071115,6.4635387070000005,179.1630865,jute
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
5,74,21,16.24469193,21.35793891,5.591704013999999,66.97053257,kidneybeans
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,apple
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
39,139,201,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
29,35,28,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango
12,58,23,21.74600081,63.39503184,6.765091462000001,50.43306085,lentil
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute
18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,orange
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
34,66,17,18.81097271,21.27833035,5.889614577000001,125.084915,kidneybeans
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
21,20,31,25.60033702,99.7240104,5.855457599,165.82487319999996,coconut
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
